canonical_name_final,trial_count,pair_count,frequency_rank,source_therapy_name,therapy_identity_final,mechanism_superfamily,mechanism_family,molecular_targets,mechanism_action,modality,agonist_order,incretin_based,classification_status,confidence,source_url,notes,scope_review_flag,needs_mechanism_review,classification_status_original,classification_status_final,mechanism_superfamily_final,mechanism_family_final,mechanism_classified,researched_but_publicly_undisclosed,unreviewed_long_tail
glucose-dependent insulinotropic polypeptide gip,1,1,209,glucose-dependent insulinotropic polypeptide gip,NNC0480-0389,Incretin-based,GIP,GIPR,Long-acting GIP receptor agonism,peptide,mono,True,VERIFIED_ALIAS,high,https://clinicaltrials.gov/study/NCT07411560,Registry GIP label corresponds to the long-acting Novo Nordisk GIP agonist NNC0480-0389 used with cagrilintide.,False,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GIP,True,False,False
gly-200,1,1,210,gly-200,GLY-200,GI nutrient sensing/barrier,pharmacologic duodenal exclusion,proximal intestinal mucin barrier,Non-absorbed polymer binds/crosslinks proximal intestinal mucin to mimic duodenal exclusion physiology,oral non-absorbed polymeric drug,,False,VERIFIED,high,https://pmc.ncbi.nlm.nih.gov/articles/PMC12124365/,Gut-restricted mucin-complexing polymer developed for T2D and obesity.,False,False,VERIFIED,VERIFIED,GI nutrient sensing/barrier,pharmacologic duodenal exclusion,True,False,False
gma106,1,1,211,gma106,GMA106,Incretin-based,GLP-1 agonism + GIP antagonism,GLP1R; GIPR,GLP-1 receptor agonism combined with GIP-receptor antagonism,antibody-peptide fusion,,True,VERIFIED,high,https://gmaxbiopharm.com/news_detail/32.html,Anti-GIPR antibody fused to a GLP-1 peptide.,False,False,VERIFIED,VERIFIED,Incretin-based,GLP-1 agonism + GIP antagonism,True,False,False
gub-ucn2,1,1,212,gub-ucn2,GUB-UCN2,Lean-mass preservation,UCN2/CRHR2,CRHR2,Long-acting urocortin-2 analogue selectively activating CRHR2 to increase muscle mass and reduce fat mass,peptide,mono,False,VERIFIED,high,https://www.gubra.dk/mfn_news/gubra-announces-initiation-of-ambitious-phase-1-2a-clinical-trial-of-lead-asset-gub-ucn2-in-obesity/,Long-acting CRHR2-selective UCN2 analogue.,False,False,VERIFIED,VERIFIED,Lean-mass preservation,UCN2/CRHR2,True,False,False
gub014295,1,1,213,gub014295,GUB014295,Amylin-based,amylin/calcitonin,amylin receptors; CTR,Long-acting agonism of amylin and calcitonin receptors,peptide,multi,False,VERIFIED,high,https://www.gubra.dk/mfn_news/abbvie-and-gubra-announce-license-agreement-to-develop-an-amylin-analog-for-the-treatment-of-obesity/,Long-acting amylin analogue licensed to AbbVie; later programme naming includes ABBV-295.,False,False,VERIFIED,VERIFIED,Amylin-based,amylin/calcitonin,True,False,False
gzc8072,1,1,214,gzc8072,GZC8072,Incretin-based,GLP-1,GLP1R,Ultra-long-acting GLP-1 receptor agonism,oral peptide,mono,True,VERIFIED,high,https://www.ganlee.com/detail/865.html,Once-weekly oral GLP-1 peptide analogue.,False,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
gzr18 digoxin rosuvastatin calcium and warfarin sodium,1,1,215,gzr18 digoxin rosuvastatin calcium and warfarin sodium,bofanglutide,Incretin-based,GLP-1,GLP1R,Long-acting GLP-1 receptor agonism,peptide,mono,True,VERIFIED_ALIAS,high,https://pubmed.ncbi.nlm.nih.gov/41956096/,"GZR18 is bofanglutide. In the DDI wording, digoxin, rosuvastatin and warfarin are probe drugs rather than separate focal obesity therapies.",False,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1,True,False,False
gzr18 gzr18,1,1,216,gzr18 gzr18,bofanglutide,Incretin-based,GLP-1,GLP1R,Long-acting GLP-1 receptor agonism,peptide,mono,True,VERIFIED_ALIAS,high,https://pubmed.ncbi.nlm.nih.gov/41956096/,"GZR18 is bofanglutide. In the DDI wording, digoxin, rosuvastatin and warfarin are probe drugs rather than separate focal obesity therapies.",False,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1,True,False,False
hcr-188,1,1,217,hcr-188,hcr-188,Undisclosed,undisclosed,,,undisclosed,,,RESEARCH_REQUIRED,low,https://clinicaltrials.gov/study/NCT06845943,First-in-human obesity asset; authoritative public molecular mechanism not identified.,False,True,RESEARCH_REQUIRED,UNRESOLVED_PUBLIC_INFO,Undisclosed / insufficient public information,Undisclosed,False,True,False
hdm1002 once daily 52 weeks,1,1,218,hdm1002 once daily 52 weeks,hdm1002,Incretin-based,GLP-1,GLP1R,Selective cAMP-biased GLP-1 receptor agonism,small molecule,mono,True,VERIFIED_ALIAS,high,https://pubmed.ncbi.nlm.nih.gov/41803652/,Dose/duration wording; collapse to HDM1002.,False,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1,True,False,False
hdm1002 qd,1,1,219,hdm1002 qd,hdm1002,Incretin-based,GLP-1,GLP1R,Selective cAMP-biased GLP-1 receptor agonism,small molecule,mono,True,VERIFIED_ALIAS,high,https://pubmed.ncbi.nlm.nih.gov/41803652/,Dose/duration wording; collapse to HDM1002.,False,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1,True,False,False
hdm1002 qd 12weeks,1,1,220,hdm1002 qd 12weeks,hdm1002,Incretin-based,GLP-1,GLP1R,Selective cAMP-biased GLP-1 receptor agonism,small molecule,mono,True,VERIFIED_ALIAS,high,https://pubmed.ncbi.nlm.nih.gov/41803652/,Dose/duration wording; collapse to HDM1002.,False,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1,True,False,False
hdm1702,1,1,221,hdm1702,hdm1702,Undisclosed,undisclosed,,,undisclosed,,,RESEARCH_REQUIRED,low,https://static.cninfo.com.cn/finalpage/2026-07-09/1225414770.PDF,Huadong obesity programme confirmed; authoritative public mechanism not identified.,False,True,RESEARCH_REQUIRED,UNRESOLVED_PUBLIC_INFO,Undisclosed / insufficient public information,Undisclosed,False,True,False
hec88473,1,1,222,hec88473,HEC88473,Incretin + metabolic/hepatokine,GLP-1/FGF21,GLP1R; FGFR1c/KLB pathway,Dual GLP-1 and FGF21 receptor-pathway agonism,Fc-fusion protein,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/40175670/,Long-acting Fc fusion containing GLP-1 and FGF21 moieties.,False,False,VERIFIED,VERIFIED,Incretin + metabolic/hepatokine,GLP-1/FGF21,True,False,False
henagliflozin,1,1,223,henagliflozin,henagliflozin,Renal/glucose transport,SGLT2,SLC5A2 (SGLT2),SGLT2 inhibition increases urinary glucose excretion,small molecule,,False,VERIFIED,high,,SGLT2 inhibitor.,False,False,VERIFIED,VERIFIED,Renal/glucose transport,SGLT2,True,False,False
hm11260c,1,1,224,hm11260c,efpeglenatide,Incretin-based,GLP-1,GLP1R,Long-acting GLP-1 receptor agonism,peptide/Fc conjugate,mono,True,VERIFIED_ALIAS,high,https://precision.fda.gov/ginas/app/ui/substances/58e19849-dac4-425f-9ad7-2e51cc074bc0,HM11260C is efpeglenatide (also langlenatide/SAR439977).,False,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1,True,False,False
hm15136,1,1,225,hm15136,HM15136,Glucagon pathway,glucagon,GCGR,Long-acting glucagon receptor agonism,peptide,mono,False,VERIFIED,high,https://diabetesjournals.org/diabetes/article/68/Supplement_1/109-LB/58576/,Long-acting glucagon analogue developed for weight loss through increased energy expenditure.,False,False,VERIFIED,VERIFIED,Glucagon pathway,glucagon,True,False,False
hm17321,1,1,226,hm17321,HM17321,Lean-mass preservation,UCN2/CRFR2,CRHR2,Urocortin-2 analogue selectively activating CRFR2 to increase lean mass while reducing fat mass,peptide,mono,False,VERIFIED,high,https://www.hanmipharm.com/about/investor-relations/press/detail-2663.hm,First-in-class body-recomposition programme targeting CRFR2.,False,False,VERIFIED,VERIFIED,Lean-mass preservation,UCN2/CRFR2,True,False,False
hs-20094 ai pen,1,1,227,hs-20094 ai pen,olatorepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonism,peptide,dual,True,VERIFIED_ALIAS,high,https://www.hspharm.com/news/news-detail-513468.htm,Pen/device wording; HS-20094 is olatorepatide.,False,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1/GIP,True,False,False
hs-20094 mdv pen,1,1,228,hs-20094 mdv pen,olatorepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonism,peptide,dual,True,VERIFIED_ALIAS,high,https://www.hspharm.com/news/news-detail-513468.htm,Pen/device wording; HS-20094 is olatorepatide.,False,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1/GIP,True,False,False
hs-20136-2,1,1,229,hs-20136-2,hs-20136-2,Undisclosed,undisclosed,,,undisclosed,,,RESEARCH_REQUIRED,low,https://clinicaltrials.gov/study/NCT07716241,Hansoh injectable obesity programme; public target/mechanism remains undisclosed.,False,True,RESEARCH_REQUIRED,UNRESOLVED_PUBLIC_INFO,Undisclosed / insufficient public information,Undisclosed,False,True,False
hs235,1,1,230,hs235,HS235,Lean-mass preservation,activin/GDF ligand trap,activin/GDF ligands in ActRII signalling,Selective ligand trapping of activins and GDFs controlling body composition,Fc-fusion ligand trap,,False,VERIFIED,high,https://diabetesjournals.org/diabetes/article/73/Supplement_1/298-OR/155362/,Precision-engineered activin/GDF ligand trap designed to preserve/increase lean mass during weight loss.,False,False,VERIFIED,VERIFIED,Lean-mass preservation,activin/GDF ligand trap,True,False,False
ht-6184,1,1,231,ht-6184,ofirnoflast,Inflammation/metabolic,NEK7/NLRP3 inflammasome,NEK7,Allosteric NEK7 inhibition blocks NLRP3 inflammasome assembly and activation,small molecule,,False,VERIFIED_ALIAS,high,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=13227,"HT-6184 is ofirnoflast, an oral allosteric NEK7 inhibitor.",False,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Inflammation/metabolic,NEK7/NLRP3 inflammasome,True,False,False
huc2-676,1,1,232,,huc2-676,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
huc2-676-r,1,1,233,,huc2-676-r,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
ibio-600,1,1,234,,ibio-600,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
imm01-stem,1,1,235,,imm01-stem,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
immediate release topiramate,1,1,236,,immediate release topiramate,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
in-b00009,1,1,237,,in-b00009,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
incretin-based therapy,1,1,238,,incretin-based therapy,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
insulin glargine,1,1,239,,insulin glargine,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
intragastric botulinum toxin type a,1,1,240,,intragastric botulinum toxin type a,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
inv-202,1,1,241,,inv-202,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
inv-347,1,1,242,,inv-347,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
isis-fgfr4rx,1,1,243,,isis-fgfr4rx,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
ism8969,1,1,244,,ism8969,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
itraconazole,1,1,245,,itraconazole,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
itraconazole + vct220,1,1,246,,itraconazole + vct220,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
jnj-64565111,1,1,247,,jnj-64565111,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
k-757,1,1,248,,k-757,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
k-757 and k-833 bid,1,1,249,,k-757 and k-833 bid,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
k-757 and k-833 qd,1,1,250,,k-757 and k-833 qd,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
k-757 and open-label sitagliptin,1,1,251,,k-757 and open-label sitagliptin,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
k-757 bid,1,1,252,,k-757 bid,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
k-757 bid and k-833 bid,1,1,253,,k-757 bid and k-833 bid,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
kbp-336,1,1,254,,kbp-336,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
kds2010,1,1,255,,kds2010,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
kn069,1,1,256,,kn069,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
lae102 administration,1,1,257,,lae102 administration,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
lae102 in combined with lae103,1,1,258,,lae102 in combined with lae103,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
lae102 multiple administration,1,1,259,,lae102 multiple administration,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
lae103,1,1,260,,lae103,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
lb64640,1,1,261,,lb64640,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
leptin human,1,1,262,,leptin human,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
leu met sil,1,1,263,,leu met sil,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
leu sil,1,1,264,,leu sil,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
levothyroxine,1,1,265,,levothyroxine,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
lifestyle management,1,1,266,,lifestyle management,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
liver-expressed antimicrobial peptide 2 leap2,1,1,267,,liver-expressed antimicrobial peptide 2 leap2,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
llf580,1,1,268,,llf580,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
lomaira,1,1,269,,lomaira,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
lorcaserin bid,1,1,270,,lorcaserin bid,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
lorcaserin hydrochloride,1,1,271,,lorcaserin hydrochloride,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
lorcaserin hydrochloride xr,1,1,272,,lorcaserin hydrochloride xr,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
ly3457263,1,1,273,,ly3457263,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
ly3537031,1,1,274,,ly3537031,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
ly3541105,1,1,275,,ly3541105,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
ly3971297,1,1,276,,ly3971297,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
ly3971297 iv,1,1,277,,ly3971297 iv,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
ly4064912,1,1,278,,ly4064912,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
ly4086940,1,1,279,,ly4086940,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
ly4167586,1,1,280,,ly4167586,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
ly4174794,1,1,281,,ly4174794,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
ly4329090,1,1,282,,ly4329090,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
mad in the abdomen,1,1,283,,mad in the abdomen,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
mazdutide dual glp-1r/gcgr agonist,1,1,284,,mazdutide dual glp-1r/gcgr agonist,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
mbl949,1,1,285,,mbl949,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
mbx 4291,1,1,286,,mbx 4291,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
megestrol acetate,1,1,287,,megestrol acetate,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
mesna,1,1,288,,mesna,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
met233,1,1,289,,met233,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
met233 and met097,1,1,290,,met233 and met097,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
metformin bid,1,1,291,,metformin bid,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
metformin extended release er,1,1,292,,metformin extended release er,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
metformin hcl tab,1,1,293,,metformin hcl tab,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
metformin hydrochloride,1,1,294,,metformin hydrochloride,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
metformin with semaglutide,1,1,295,,metformin with semaglutide,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
metformin xr,1,1,296,,metformin xr,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
metformin+sibutramine,1,1,297,,metformin+sibutramine,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
metformin-glp-1 receptor agonist,1,1,298,,metformin-glp-1 receptor agonist,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
mkp10241,1,1,299,,mkp10241,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
mod-6031,1,1,300,,mod-6031,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
monlunabant,1,1,301,,monlunabant,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
montelukast,1,1,302,,montelukast,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
mph,1,1,303,,mph,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
mwn105,1,1,304,,mwn105,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
mwn110,1,1,305,,mwn110,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
mysimba,1,1,306,,mysimba,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
na-931 + no tirzepatide,1,1,307,,na-931 + no tirzepatide,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
na-931 dose 1 daily and orally,1,1,308,,na-931 dose 1 daily and orally,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
na-931 dose 3 daily and orally,1,1,309,,na-931 dose 3 daily and orally,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
na-931 dose 4 daily and orally,1,1,310,,na-931 dose 4 daily and orally,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
na-931 dose2 daily and orally,1,1,311,,na-931 dose2 daily and orally,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nabilone,1,1,312,,nabilone,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
naltrexone + bupropion + metformin,1,1,313,,naltrexone + bupropion + metformin,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nb on-going from acute treatment,1,1,314,,nb on-going from acute treatment,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
ngm395,1,1,315,,ngm395,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nimacimab,1,1,316,,nimacimab,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc0113-5840,1,1,317,,nnc0113-5840,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc0165-1875,1,1,318,,nnc0165-1875,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc0174 0833,1,1,319,,nnc0174 0833,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc0174-1213 a,1,1,320,,nnc0174-1213 a,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc0247-0829,1,1,321,,nnc0247-0829,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc0480-0389,1,1,322,,nnc0480-0389,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
nnc0497-0040,1,1,323,,nnc0497-0040,,,,,,,,UNMAPPED,,,,,True,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
